SORRB, 1, 50, 576, 25, 1.800000
SORRB, 1, 100, 1707, 24, 1.800000
SORRB, 1, 150, 2284, 24, 1.800000
SORRB, 1, 200, 3954, 24, 1.800000
SORRB, 1, 250, 6149, 24, 1.800000
SORRB, 1, 300, 8831, 24, 1.800000
SORRB, 1, 350, 12194, 24, 1.800000
SORRB, 1, 400, 15620, 24, 1.800000
SORRB, 1, 450, 19752, 24, 1.800000
SORRB, 1, 500, 24461, 24, 1.800000
SORRB, 1, 550, 30022, 24, 1.800000
SORRB, 1, 600, 35094, 24, 1.800000
SORRB, 1, 650, 41193, 24, 1.800000
SORRB, 1, 700, 47745, 24, 1.800000
SORRB, 1, 750, 55760, 24, 1.800000
SORRB, 1, 800, 62335, 24, 1.800000
SORRB, 1, 850, 70467, 24, 1.800000
SORRB, 1, 900, 80024, 24, 1.800000
SORRB, 1, 950, 92944, 24, 1.800000
SORRB, 1, 1000, 99437, 24, 1.800000
SORRB, 2, 50, 217, 25, 1.800000
SORRB, 2, 100, 616, 24, 1.800000
SORRB, 2, 150, 1302, 24, 1.800000
SORRB, 2, 200, 2181, 24, 1.800000
SORRB, 2, 250, 3374, 24, 1.800000
SORRB, 2, 300, 4775, 24, 1.800000
SORRB, 2, 350, 6601, 24, 1.800000
SORRB, 2, 400, 8419, 24, 1.800000
SORRB, 2, 450, 10618, 24, 1.800000
SORRB, 2, 500, 13089, 24, 1.800000
SORRB, 2, 550, 16580, 24, 1.800000
SORRB, 2, 600, 18967, 24, 1.800000
SORRB, 2, 650, 22365, 24, 1.800000
SORRB, 2, 700, 25621, 24, 1.800000
SORRB, 2, 750, 29749, 24, 1.800000
SORRB, 2, 800, 33872, 24, 1.800000
SORRB, 2, 850, 38089, 24, 1.800000
SORRB, 2, 900, 42794, 24, 1.800000
SORRB, 2, 950, 48380, 24, 1.800000
SORRB, 2, 1000, 52337, 24, 1.800000
SORRB, 4, 50, 291, 25, 1.800000
SORRB, 4, 100, 456, 24, 1.800000
SORRB, 4, 150, 843, 24, 1.800000
SORRB, 4, 200, 1383, 24, 1.800000
SORRB, 4, 250, 1912, 24, 1.800000
SORRB, 4, 300, 2619, 24, 1.800000
SORRB, 4, 350, 3565, 24, 1.800000
SORRB, 4, 400, 4423, 24, 1.800000
SORRB, 4, 450, 5532, 24, 1.800000
SORRB, 4, 500, 6797, 24, 1.800000
SORRB, 4, 550, 8280, 24, 1.800000
SORRB, 4, 600, 9663, 24, 1.800000
SORRB, 4, 650, 11208, 24, 1.800000
SORRB, 4, 700, 13248, 24, 1.800000
SORRB, 4, 750, 15116, 24, 1.800000
SORRB, 4, 800, 16896, 24, 1.800000
SORRB, 4, 850, 19106, 24, 1.800000
SORRB, 4, 900, 21379, 24, 1.800000
SORRB, 4, 950, 24790, 24, 1.800000
SORRB, 4, 1000, 26598, 24, 1.800000
SORRB, 8, 50, 444, 25, 1.800000
SORRB, 8, 100, 512, 24, 1.800000
SORRB, 8, 150, 634, 24, 1.800000
SORRB, 8, 200, 864, 24, 1.800000
SORRB, 8, 250, 1121, 24, 1.800000
SORRB, 8, 300, 1543, 24, 1.800000
SORRB, 8, 350, 1990, 24, 1.800000
SORRB, 8, 400, 2425, 24, 1.800000
SORRB, 8, 450, 3002, 24, 1.800000
SORRB, 8, 500, 3670, 24, 1.800000
SORRB, 8, 550, 4381, 24, 1.800000
SORRB, 8, 600, 5084, 24, 1.800000
SORRB, 8, 650, 5853, 24, 1.800000
SORRB, 8, 700, 6781, 24, 1.800000
SORRB, 8, 750, 7856, 24, 1.800000
SORRB, 8, 800, 8694, 24, 1.800000
SORRB, 8, 850, 9838, 24, 1.800000
SORRB, 8, 900, 11020, 24, 1.800000
SORRB, 8, 950, 12451, 24, 1.800000
SORRB, 8, 1000, 13539, 24, 1.800000
SORRB, 16, 50, 675, 25, 1.800000
SORRB, 16, 100, 713, 24, 1.800000
SORRB, 16, 150, 702, 24, 1.800000
SORRB, 16, 200, 837, 24, 1.800000
SORRB, 16, 250, 1011, 24, 1.800000
SORRB, 16, 300, 1241, 24, 1.800000
SORRB, 16, 350, 1415, 24, 1.800000
SORRB, 16, 400, 1703, 24, 1.800000
SORRB, 16, 450, 1926, 24, 1.800000
SORRB, 16, 500, 2279, 24, 1.800000
SORRB, 16, 550, 2673, 24, 1.800000
SORRB, 16, 600, 2961, 24, 1.800000
SORRB, 16, 650, 3508, 24, 1.800000
SORRB, 16, 700, 4029, 24, 1.800000
SORRB, 16, 750, 4541, 24, 1.800000
SORRB, 16, 800, 5001, 24, 1.800000
SORRB, 16, 850, 5510, 24, 1.800000
SORRB, 16, 900, 6170, 24, 1.800000
SORRB, 16, 950, 6917, 24, 1.800000
SORRB, 16, 1000, 7543, 24, 1.800000
SORRB, 32, 50, 1259, 25, 1.800000
SORRB, 32, 100, 1236, 24, 1.800000
SORRB, 32, 150, 1284, 24, 1.800000
SORRB, 32, 200, 1452, 24, 1.800000
SORRB, 32, 250, 1601, 24, 1.800000
SORRB, 32, 300, 1817, 24, 1.800000
SORRB, 32, 350, 2093, 24, 1.800000
SORRB, 32, 400, 2288, 24, 1.800000
SORRB, 32, 450, 2592, 24, 1.800000
SORRB, 32, 500, 2973, 24, 1.800000
SORRB, 32, 550, 3459, 24, 1.800000
SORRB, 32, 600, 3850, 24, 1.800000
SORRB, 32, 650, 4225, 24, 1.800000
SORRB, 32, 700, 4761, 24, 1.800000
SORRB, 32, 750, 5305, 24, 1.800000
SORRB, 32, 800, 5766, 24, 1.800000
SORRB, 32, 850, 6528, 24, 1.800000
SORRB, 32, 900, 7071, 24, 1.800000
SORRB, 32, 950, 7905, 24, 1.800000
SORRB, 32, 1000, 8614, 24, 1.800000
