GS, 1, 50, 25661, 1456
GS, 1, 100, 457361, 5946
GS, 1, 150, 2399524, 13471
GS, 1, 200, 6008088, 24032
GS, 1, 250, 14808292, 37628
GS, 1, 300, 30911485, 54259
GS, 1, 350, 57578638, 73925
GS, 1, 400, 97822400, 96627
GS, 1, 450, 160389017, 122364
GS, 1, 500, 253571407, 151136
GS, 1, 550, 345591125, 182944
