SORRB, 1, 50, 1470, 99, -1.000000
SORRB, 1, 100, 12538, 210, -1.000000
SORRB, 1, 150, 44679, 325, -1.000000
SORRB, 1, 200, 106963, 447, -1.000000
SORRB, 1, 250, 214933, 576, -1.000000
SORRB, 1, 300, 378603, 705, -1.000000
SORRB, 1, 350, 628021, 846, -1.000000
SORRB, 1, 400, 941047, 984, -1.000000
SORRB, 1, 450, 1347688, 1115, -1.000000
SORRB, 1, 500, 1886218, 1258, -1.000000
SORRB, 2, 50, 1016, 99, -1.000000
SORRB, 2, 100, 6904, 210, -1.000000
SORRB, 2, 150, 23560, 325, -1.000000
SORRB, 2, 200, 55536, 447, -1.000000
SORRB, 2, 250, 110131, 576, -1.000000
SORRB, 2, 300, 193450, 705, -1.000000
SORRB, 2, 350, 319140, 846, -1.000000
SORRB, 2, 400, 478113, 984, -1.000000
SORRB, 2, 450, 686048, 1115, -1.000000
SORRB, 2, 500, 955838, 1258, -1.000000
SORRB, 4, 50, 1278, 99, -1.000000
SORRB, 4, 100, 5410, 210, -1.000000
SORRB, 4, 150, 14713, 325, -1.000000
SORRB, 4, 200, 32172, 447, -1.000000
SORRB, 4, 250, 61897, 576, -1.000000
SORRB, 4, 300, 105962, 705, -1.000000
SORRB, 4, 350, 171424, 846, -1.000000
SORRB, 4, 400, 252253, 984, -1.000000
SORRB, 4, 450, 359794, 1115, -1.000000
SORRB, 4, 500, 500043, 1258, -1.000000
SORRB, 8, 50, 1871, 99, -1.000000
SORRB, 8, 100, 5465, 210, -1.000000
SORRB, 8, 150, 11624, 325, -1.000000
SORRB, 8, 200, 21797, 447, -1.000000
SORRB, 8, 250, 38981, 576, -1.000000
SORRB, 8, 300, 62588, 705, -1.000000
SORRB, 8, 350, 97685, 846, -1.000000
SORRB, 8, 400, 142348, 984, -1.000000
SORRB, 8, 450, 195112, 1115, -1.000000
SORRB, 8, 500, 266796, 1258, -1.000000
SORRB, 16, 50, 742692, 99, -1.000000
SORRB, 16, 100, 6284, 210, -1.000000
SORRB, 16, 150, 2932222, 325, -1.000000
SORRB, 16, 200, 4124776, 447, -1.000000
SORRB, 16, 250, 29808, 576, -1.000000
SORRB, 16, 300, 295642, 705, -1.000000
SORRB, 16, 350, 61238, 846, -1.000000
SORRB, 16, 400, 92968, 984, -1.000000
SORRB, 16, 450, 338122, 1115, -1.000000
SORRB, 16, 500, 4162485, 1258, -1.000000
SORRB, 32, 50, 2428236, 99, -1.000000
SORRB, 32, 100, 5455537, 210, -1.000000
SORRB, 32, 150, 9757329, 325, -1.000000
SORRB, 32, 200, 13345726, 447, -1.000000
SORRB, 32, 250, 16712096, 576, -1.000000
SORRB, 32, 300, 21083034, 705, -1.000000
SORRB, 32, 350, 24864396, 846, -1.000000
SORRB, 32, 400, 26963224, 984, -1.000000
SORRB, 32, 450, 31393874, 1115, -1.000000
SORRB, 32, 500, 36688818, 1258, -1.000000
