GSRB, 1, 50, 9265, 1468
GSRB, 1, 100, 121129, 5970
GSRB, 1, 150, 596646, 13508
GSRB, 1, 200, 1869296, 24081
GSRB, 1, 250, 4616048, 37689
GSRB, 1, 300, 9411839, 54333
GSRB, 1, 350, 18012772, 74012
GSRB, 1, 400, 29762844, 96726
GSRB, 1, 450, 47593941, 122476
GSRB, 1, 500, 75462796, 151260
GSRB, 1, 550, 111605234, 183081
GSRB, 1, 600, 151032924, 217936
GSRB, 1, 650, 208931686, 255827
GSRB, 1, 700, 283017441, 296753
GSRB, 1, 750, 384327607, 340715
